PLAYER_ID,PLAYER_NAME_stats,TEAM_ID,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM_PG,FGA_PG,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_PG_RANK,FGA_PG_RANK,PLAYER_NAME_context,BIRTHDATE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,merge_key,Player_Name,Salary,Followers
201569,Eric Gordon,1610612755,110.8,111.0,111.0,115.2,116.4,116.4,-4.5,-5.4,-5.4,0.118,2.32,20.5,0.011,0.052,0.031,8.8,8.8,0.564,0.591,0.14,0.144,100.21,99.62,83.02,99.62,0.067,1601,2.2,5.2,264,257,257,455,475,475,378,383,383,309,132,187,534,557,561,219,217,175,177,433,432,389,411,411,432,345,315,Eric Gordon,1988-12-25T00:00:00,USA,2008,1,7,eric gordon,Gordon  Eric Gordon,3303771.0,236000.0
201572,Brook Lopez,1610612749,114.1,114.8,114.8,111.6,112.7,112.7,2.5,2.2,2.2,0.078,1.7,13.5,0.046,0.107,0.078,7.9,7.9,0.599,0.624,0.157,0.159,101.07,100.24,83.53,100.24,0.087,5325,4.9,9.7,133,126,126,303,337,337,179,187,187,449,289,406,228,352,299,145,145,85,82,341,364,308,358,358,293,122,140,Brook Lopez,1988-04-01T00:00:00,USA,2008,1,10,brook lopez,Lopez  Brook Lopez,23000000.0,90100.0
201587,Nicolas Batum,1610612746,110.8,110.5,110.5,104.9,104.7,104.7,5.9,5.9,5.9,0.082,2.47,23.0,0.034,0.117,0.077,9.3,9.3,0.622,0.633,0.087,0.09,99.96,100.22,83.52,100.22,0.069,2848,1.3,3.1,261,270,270,59,67,67,97,105,105,427,119,129,327,296,307,253,252,52,64,554,555,408,361,361,419,443,446,Nicolas Batum,1988-12-14T00:00:00,France,2008,1,25,nicolas batum,Batum  Nicolas Batum,4668000.0,298100.0
201599,DeAndre Jordan,1610612743,108.4,108.8,108.8,111.0,112.1,112.1,-2.5,-3.3,-3.3,0.105,1.33,20.2,0.119,0.262,0.194,15.3,15.3,0.65,0.621,0.126,0.129,100.77,100.07,83.39,100.07,0.115,1440,1.6,2.5,344,340,340,284,315,315,330,344,344,347,411,192,33,15,9,532,533,28,85,485,490,352,377,377,120,410,473,DeAndre Jordan,1988-07-21T00:00:00,USA,2008,2,35,deandre jordan,Jordan  DeAndre Jordan,2087519.0,1800000.0
201935,James Harden,1610612746,113.7,115.4,115.4,108.0,109.2,109.2,5.7,6.2,6.2,0.365,2.01,26.9,0.02,0.143,0.083,13.4,13.2,0.501,0.582,0.286,0.294,100.09,98.82,82.35,98.82,0.145,5737,6.7,16.4,139,104,104,148,192,192,106,100,100,10,199,73,461,201,275,494,489,385,218,23,23,398,469,469,32,62,42,James Harden,1989-08-26T00:00:00,USA,2009,1,3,james harden,Harden  James Harden,33653846.0,144600.0
201939,Stephen Curry,1610612744,116.9,118.4,118.4,112.3,112.7,112.7,4.7,5.7,5.7,0.284,2.11,21.1,0.017,0.118,0.066,10.0,9.9,0.572,0.618,0.286,0.293,102.55,101.72,84.77,101.72,0.145,4785,8.1,18.0,62,48,48,333,338,338,132,107,107,39,172,170,492,287,377,312,304,149,91,25,24,176,235,235,31,31,24,Stephen Curry,1988-03-14T00:00:00,USA,2009,1,7,stephen curry,Curry  Stephen Curry,55761216.0,58100000.0
201942,DeMar DeRozan,1610612758,115.3,116.8,116.8,114.5,115.3,115.3,0.8,1.5,1.5,0.182,3.26,17.7,0.018,0.09,0.054,5.4,5.4,0.509,0.569,0.244,0.25,100.33,99.35,82.79,99.35,0.112,5740,8.1,17.0,96,71,71,437,446,446,223,202,202,161,43,279,478,432,472,46,45,365,266,67,71,380,435,435,133,29,33,DeMar DeRozan,1989-08-07T00:00:00,USA,2009,1,9,demar derozan,DeRozan  DeMar DeRozan,23400000.0,3300000.0
201949,James Johnson,1610612754,104.7,97.4,97.4,118.8,110.5,110.5,-14.1,-13.1,-13.1,0.16,1.0,21.1,0.0,0.176,0.087,21.1,20.6,0.364,0.35,0.165,0.187,93.26,100.28,83.57,100.28,0.015,77,0.3,0.9,453,523,523,530,258,258,527,519,519,204,476,172,548,113,241,560,559,527,540,303,241,564,355,355,554,546,554,James Johnson,1987-02-20T00:00:00,USA,2009,1,16,james johnson,Johnson  James Johnson,2087519.0,
201950,Jrue Holiday,1610612738,115.7,116.6,116.6,106.4,107.7,107.7,9.3,8.9,8.9,0.174,3.1,25.9,0.038,0.091,0.065,8.3,8.3,0.538,0.565,0.156,0.158,100.31,99.38,82.81,99.38,0.088,3921,4.1,9.2,83,75,75,95,127,127,52,64,64,177,49,84,292,427,386,176,178,261,280,351,370,383,432,432,276,161,149,Jrue Holiday,1990-06-12T00:00:00,USA,2009,1,17,jrue holiday,Holiday  Jrue Holiday,30000000.0,875300.0
201959,Taj Gibson,1610612766,96.9,96.6,96.6,110.7,110.4,110.4,-13.8,-13.8,-13.8,0.081,0.84,14.0,0.114,0.151,0.133,16.7,16.7,0.5,0.515,0.132,0.137,99.07,99.38,82.82,99.38,0.068,843,1.3,2.6,532,527,527,267,251,251,523,529,529,432,512,394,40,175,88,547,550,386,429,462,462,461,430,430,425,453,472,Taj Gibson,1985-06-24T00:00:00,USA,2009,1,26,taj gibson,Gibson  Taj Gibson,2087519.0,396100.0
201988,Patty Mills,1610612746,104.6,104.6,104.6,108.6,108.0,108.0,-4.0,-3.4,-3.4,0.123,1.53,18.1,0.012,0.051,0.032,11.8,11.7,0.51,0.543,0.15,0.156,102.98,103.29,86.07,103.29,0.055,694,1.2,3.3,457,450,450,173,138,138,367,349,349,298,354,267,527,558,559,427,418,361,361,389,382,144,132,132,500,457,424,Patty Mills,1988-08-11T00:00:00,Australia,2009,2,55,patty mills,Mills  Patty Mills,2087519.0,615100.0
202066,Garrett Temple,1610612761,107.2,106.6,106.6,113.4,111.1,111.1,-6.2,-4.5,-4.5,0.171,3.1,29.0,0.036,0.09,0.061,9.3,9.4,0.35,0.406,0.129,0.133,104.57,105.94,88.28,105.94,0.051,498,0.6,2.1,394,401,401,390,278,278,410,369,369,184,50,51,309,431,417,258,261,533,526,474,477,72,46,46,505,520,487,Garrett Temple,1986-05-08T00:00:00,USA,Undrafted,Undrafted,Undrafted,garrett temple,Temple  Garrett Temple,2087519.0,58700.0
202331,Paul George,1610612755,108.1,108.3,108.3,110.2,112.2,112.2,-2.1,-3.8,-3.8,0.217,1.68,19.9,0.018,0.153,0.083,11.8,11.8,0.514,0.543,0.233,0.238,99.85,98.87,82.39,98.87,0.106,2757,6.0,13.9,359,355,355,251,318,318,311,357,357,107,303,212,481,169,267,431,428,352,363,87,90,413,464,464,161,84,64,Paul George,1990-05-02T00:00:00,USA,2010,1,10,paul george,George  Paul George,49205800.0,9700000.0
202681,Kyrie Irving,1610612742,115.4,116.5,116.5,112.6,113.9,113.9,2.7,2.6,2.6,0.198,2.08,16.9,0.033,0.093,0.064,8.1,8.0,0.549,0.594,0.264,0.271,101.02,99.98,83.31,99.98,0.129,3768,8.9,18.9,94,77,77,351,383,383,169,174,174,139,178,306,334,412,398,158,154,225,167,50,48,313,386,386,71,16,13,Kyrie Irving,1992-03-23T00:00:00,Australia,2011,1,1,kyrie irving,Irving  Kyrie Irving,40000000.0,20300000.0
202684,Tristan Thompson,1610612739,98.4,97.2,97.2,109.0,109.8,109.8,-10.5,-12.5,-12.5,0.109,1.71,19.5,0.084,0.271,0.177,11.4,11.5,0.437,0.41,0.123,0.127,100.3,100.56,83.8,100.56,0.083,688,0.8,1.8,528,525,525,189,220,220,484,510,510,332,285,225,79,10,23,401,406,497,525,499,497,384,339,339,316,499,508,Tristan Thompson,1991-03-13T00:00:00,Canada,2011,1,4,tristan thompson,Thompson  Tristan Thompson,2087519.0,3700000.0
202685,Jonas Valančiūnas,1610612758,108.7,109.2,109.2,119.3,118.8,118.8,-10.7,-9.6,-9.6,0.171,1.37,16.6,0.122,0.286,0.203,12.2,12.2,0.557,0.602,0.222,0.228,101.32,101.28,84.4,101.28,0.147,3217,4.3,7.7,336,323,323,536,529,529,486,471,471,186,397,318,30,4,4,451,453,201,135,115,115,288,282,282,30,154,205,Jonas Valančiūnas,1992-05-06T00:00:00,Lithuania,2011,1,5,jonas valanciunas,Valanciunas  Jonas Valanciunas,9900000.0,277700.0
202687,Bismack Biyombo,1610612759,108.4,108.7,108.7,118.0,117.9,117.9,-9.6,-9.2,-9.2,0.079,1.15,16.9,0.08,0.207,0.144,14.8,14.8,0.588,0.576,0.124,0.127,100.35,100.23,83.53,100.23,0.08,1102,2.4,4.1,348,343,343,519,509,509,466,464,464,442,448,305,95,58,67,525,524,105,236,493,498,378,359,359,347,328,382,Bismack Biyombo,1992-08-28T00:00:00,DRC,2011,1,7,bismack biyombo,Biyombo  Bismack Biyombo,503884.0,
202691,Klay Thompson,1610612742,112.8,112.8,112.8,114.3,115.2,115.2,-1.5,-2.4,-2.4,0.104,1.65,12.7,0.022,0.097,0.06,7.7,7.7,0.535,0.552,0.214,0.219,100.94,100.53,83.77,100.53,0.083,4123,5.0,12.2,180,190,190,430,443,443,293,314,314,350,314,426,445,397,424,134,132,279,328,131,135,324,340,340,317,117,91,Klay Thompson,1990-02-08T00:00:00,USA,2011,1,11,klay thompson,Thompson  Klay Thompson,15873016.0,16800000.0
202692,Alec Burks,1610612748,113.1,113.5,113.5,106.7,107.6,107.6,6.4,5.9,5.9,0.09,1.9,14.7,0.018,0.119,0.07,7.8,7.7,0.587,0.608,0.16,0.165,98.61,98.03,81.69,98.03,0.088,1766,2.3,5.5,165,169,169,103,126,126,89,104,104,395,227,374,483,279,342,135,131,106,119,332,330,492,513,513,277,334,307,Alec Burks,1991-07-20T00:00:00,USA,2011,1,12,alec burks,Burks  Alec Burks,2087519.0,
202693,Markieff Morris,1610612747,106.6,106.1,106.1,116.0,113.9,113.9,-9.4,-7.8,-7.8,0.191,4.2,21.2,0.017,0.114,0.066,5.1,5.1,0.364,0.385,0.202,0.207,99.71,100.86,84.05,100.86,0.045,345,1.4,4.7,409,422,422,477,382,382,464,436,436,149,19,167,486,311,380,35,36,526,531,166,174,418,310,310,521,431,355,Markieff Morris,1989-09-02T00:00:00,USA,2011,1,13,markieff morris,Morris  Markieff Morris,2087519.0,
202695,Kawhi Leonard,1610612746,119.4,120.3,120.3,106.9,107.9,107.9,12.6,12.4,12.4,0.147,1.61,13.5,0.033,0.158,0.098,8.4,8.3,0.56,0.589,0.28,0.285,98.12,97.26,81.05,97.26,0.134,2391,8.4,16.8,36,27,27,109,135,135,32,33,33,230,326,407,335,155,186,181,176,186,189,33,33,512,541,541,54,25,38,Kawhi Leonard,1991-06-29T00:00:00,USA,2011,1,15,kawhi leonard,Leonard  Kawhi Leonard,49205800.0,
202696,Nikola Vučević,1610612741,113.2,113.6,113.6,114.5,116.0,116.0,-1.2,-2.4,-2.4,0.165,2.15,17.3,0.076,0.228,0.154,8.1,8.0,0.592,0.611,0.221,0.226,104.97,104.11,86.76,104.11,0.136,4950,7.5,14.2,163,165,165,435,462,462,288,313,313,197,158,289,109,36,52,154,156,98,111,116,121,57,107,107,50,40,61,Nikola Vučević,1990-10-24T00:00:00,Montenegro,2011,1,16,nikola vucevic,Vucevic  Nikola Vucevic,20000000.0,
202699,Tobias Harris,1610612765,113.1,114.7,114.7,109.4,110.8,110.8,3.7,3.9,3.9,0.095,1.91,14.4,0.028,0.155,0.092,7.6,7.6,0.534,0.571,0.173,0.176,102.25,100.89,84.07,100.89,0.1,4845,5.3,11.0,167,133,133,203,268,268,150,141,141,374,223,379,373,163,214,122,123,282,259,271,279,204,308,308,201,107,109,Tobias Harris,1992-07-15T00:00:00,USA,2011,1,19,tobias harris,Harris  Tobias Harris,25365854.0,444100.0
202709,Cory Joseph,1610612753,109.0,110.5,110.5,108.4,106.9,106.9,0.6,3.6,3.6,0.166,4.0,28.7,0.027,0.095,0.06,7.2,7.1,0.529,0.547,0.126,0.129,98.55,98.59,82.16,98.59,0.075,1252,1.2,3.1,324,272,272,168,101,101,228,150,150,196,21,55,388,405,428,96,96,302,343,486,489,496,488,488,377,458,444,Cory Joseph,1991-08-20T00:00:00,Canada,2011,1,29,cory joseph,Joseph  Cory Joseph,3303771.0,
203076,Anthony Davis,1610612742,113.0,113.3,113.3,110.9,112.9,112.9,2.1,0.5,0.5,0.182,1.6,13.3,0.083,0.254,0.173,8.3,8.3,0.536,0.588,0.301,0.308,99.84,98.83,82.36,98.83,0.179,3515,9.2,17.8,170,177,177,280,342,342,189,232,232,164,334,414,86,20,30,169,168,274,192,16,19,414,466,466,6,9,27,Anthony Davis,1993-03-11T00:00:00,USA,2012,1,1,anthony davis,Davis  Anthony Davis,43219440.0,7000000.0
203078,Bradley Beal,1610612756,111.5,110.6,110.6,118.5,118.6,118.6,-7.0,-8.0,-8.0,0.177,1.97,18.6,0.021,0.083,0.054,9.4,9.4,0.571,0.598,0.219,0.224,99.68,100.02,83.35,100.02,0.093,3552,6.5,13.1,236,267,267,526,525,525,424,443,443,172,211,253,449,469,475,261,262,155,153,121,123,421,382,382,244,71,79,Bradley Beal,1993-06-28T00:00:00,USA,2012,1,3,bradley beal,Beal  Bradley Beal,50203930.0,1300000.0
203081,Damian Lillard,1610612749,114.1,115.3,115.3,113.4,114.6,114.6,0.8,0.7,0.7,0.299,2.53,23.8,0.014,0.108,0.063,9.4,9.3,0.547,0.621,0.269,0.275,101.9,100.86,84.05,100.86,0.144,4407,7.7,17.1,130,108,108,387,420,420,226,223,223,33,111,114,512,342,404,260,256,233,86,42,41,231,309,309,34,38,31,Damian Lillard,1990-07-15T00:00:00,USA,2012,1,6,damian lillard,Lillard  Damian Lillard,48787676.0,10000000.0
203083,Andre Drummond,1610612755,103.4,103.4,103.4,117.7,118.9,118.9,-14.3,-15.5,-15.5,0.07,0.62,9.4,0.134,0.288,0.205,15.2,15.2,0.506,0.535,0.183,0.188,99.28,98.83,82.36,98.83,0.109,1543,2.9,5.9,480,479,479,516,530,530,530,538,538,481,530,519,17,2,3,531,532,372,389,238,235,449,467,467,147,267,295,Andre Drummond,1993-08-10T00:00:00,USA,2012,1,9,andre drummond,Drummond  Andre Drummond,5000000.0,1300000.0
203084,Harrison Barnes,1610612759,113.7,114.5,114.5,114.5,115.6,115.6,-0.9,-1.2,-1.2,0.085,2.72,14.2,0.042,0.091,0.067,5.2,5.2,0.622,0.656,0.157,0.158,100.91,100.08,83.4,100.08,0.092,4662,4.2,8.3,142,137,137,438,455,455,269,271,271,412,87,391,255,426,373,39,39,51,33,343,369,328,376,376,250,155,178,Harrison Barnes,1992-05-30T00:00:00,USA,2012,1,7,harrison barnes,Barnes  Harrison Barnes,18000000.0,960600.0
203109,Jae Crowder,1610612758,102.1,101.9,101.9,109.8,109.2,109.2,-7.8,-7.4,-7.4,0.077,1.5,17.6,0.055,0.133,0.093,11.8,11.5,0.409,0.467,0.113,0.119,100.51,100.89,84.08,100.89,0.048,215,0.8,2.4,496,495,495,227,190,190,439,429,429,452,359,283,179,233,209,423,411,517,495,523,519,365,306,306,515,497,479,Jae Crowder,1990-07-06T00:00:00,USA,2012,2,34,jae crowder,Crowder  Jae Crowder,1655619.0,
203110,Draymond Green,1610612744,115.1,115.4,115.4,108.0,108.8,108.8,7.0,6.6,6.6,0.255,2.2,33.9,0.036,0.168,0.102,15.4,15.4,0.503,0.534,0.157,0.161,101.83,101.35,84.45,101.35,0.088,4186,3.2,7.5,103,106,106,147,164,164,78,89,89,62,149,29,304,133,178,533,535,383,394,340,352,242,269,269,278,237,221,Draymond Green,1990-03-04T00:00:00,USA,2012,2,35,draymond green,Green  Draymond Green,24107143.0,4100000.0
203114,Khris Middleton,1610612764,113.9,114.1,114.1,112.7,112.6,112.6,1.2,1.5,1.5,0.251,2.68,26.0,0.015,0.132,0.076,9.7,9.7,0.546,0.588,0.208,0.214,104.85,104.75,87.29,104.75,0.114,1845,4.3,9.1,135,145,145,354,335,335,212,200,200,69,92,82,503,236,318,282,278,240,190,150,149,61,83,83,124,151,154,Khris Middleton,1991-08-12T00:00:00,USA,2012,2,39,khris middleton,Middleton  Khris Middleton,31000000.0,399800.0
203458,Alex Len,1610612747,104.6,101.4,101.4,119.7,118.9,118.9,-15.1,-17.5,-17.5,0.143,1.9,29.5,0.094,0.142,0.118,15.5,15.6,0.524,0.525,0.101,0.106,99.68,101.55,84.63,101.55,0.057,798,0.7,1.4,458,500,500,539,531,531,535,544,544,236,226,47,66,202,126,536,537,323,408,548,546,422,251,251,487,509,531,Alex Len,1993-06-16T00:00:00,Ukraine,2013,1,5,alex len,Len  Alex Len,743829.0,132100.0
203468,CJ McCollum,1610612740,110.8,112.3,112.3,118.1,119.4,119.4,-7.3,-7.1,-7.1,0.192,2.14,16.1,0.022,0.091,0.056,7.5,7.5,0.53,0.55,0.266,0.271,102.76,101.56,84.63,101.56,0.097,3874,7.9,17.9,262,211,211,521,540,540,428,425,425,147,162,332,446,428,458,117,121,300,336,47,49,158,249,249,220,35,26,CJ McCollum,1991-09-19T00:00:00,USA,2013,1,10,cj mccollum,McCollum  C.J. McCollum,33333333.0,1200000.0
203471,Dennis Schröder,1610612765,110.7,111.8,111.8,111.8,112.8,112.8,-1.1,-0.9,-0.9,0.287,2.85,27.6,0.012,0.08,0.046,9.7,9.7,0.483,0.531,0.211,0.217,101.41,100.49,83.74,100.49,0.091,4393,4.5,11.0,265,223,223,314,339,339,282,266,266,36,73,66,523,484,527,281,279,431,399,140,143,277,344,344,255,143,110,Dennis Schröder,1993-09-15T00:00:00,Germany,2013,1,17,dennis schroder,Schröder  Dennis Schröder,13025250.0,5500000.0
203482,Kelly Olynyk,1610612740,109.8,110.7,110.7,113.5,113.4,113.4,-3.7,-2.7,-2.7,0.2,1.68,24.4,0.069,0.154,0.112,14.5,14.6,0.562,0.609,0.185,0.187,100.61,100.28,83.57,100.28,0.098,1858,3.0,6.1,295,265,265,395,357,357,359,327,327,133,301,106,129,167,141,522,522,182,118,231,243,360,354,354,219,251,285,Kelly Olynyk,1991-04-19T00:00:00,Canada,2013,1,13,kelly olynyk,Olynyk  Kelly Olynyk,12804878.0,169100.0
203484,Kentavious Caldwell-Pope,1610612763,107.6,109.1,109.1,107.0,108.6,108.6,0.6,0.5,0.5,0.086,2.19,17.7,0.014,0.064,0.038,8.1,7.9,0.543,0.574,0.121,0.126,97.97,96.52,80.44,96.52,0.065,4577,3.1,7.1,380,328,328,113,157,157,229,230,230,409,151,280,508,536,555,155,144,247,243,506,503,519,553,553,446,246,242,Kentavious Caldwell-Pope,1993-02-18T00:00:00,USA,2013,1,8,kentavious caldwellpope,Caldwell-Pope  Kentavious Caldwell-Pope,22757000.0,1300000.0
203486,Mason Plumlee,1610612756,116.8,115.2,115.2,114.7,115.0,115.0,2.0,0.2,0.2,0.133,2.27,29.5,0.094,0.253,0.176,13.0,13.1,0.619,0.645,0.105,0.107,99.49,100.08,83.4,100.08,0.098,2732,1.7,2.7,65,113,113,445,433,433,191,235,235,274,139,48,65,21,25,484,483,57,41,542,542,435,375,375,216,401,466,Mason Plumlee,1990-03-05T00:00:00,USA,2013,1,22,mason plumlee,Plumlee  Mason Plumlee,2087519.0,1100.0
203497,Rudy Gobert,1610612750,112.9,114.3,114.3,106.1,107.6,107.6,6.7,6.7,6.7,0.075,1.43,14.9,0.111,0.21,0.161,10.5,10.5,0.669,0.687,0.129,0.131,98.94,97.63,81.36,97.63,0.126,4858,4.7,7.1,178,139,139,81,124,124,82,88,88,459,381,369,44,54,41,347,352,21,18,473,481,474,530,530,80,136,239,Rudy Gobert,1992-06-26T00:00:00,France,2013,1,27,rudy gobert,Gobert  Rudy Gobert,43827586.0,821000.0
203500,Steven Adams,1610612745,112.5,115.3,115.3,106.2,105.9,105.9,6.3,9.4,9.4,0.107,1.22,20.1,0.181,0.193,0.187,16.4,16.5,0.545,0.541,0.127,0.13,100.91,99.77,83.14,99.77,0.109,1658,1.6,2.9,194,107,107,83,86,86,90,57,57,336,433,199,4,81,12,544,547,242,368,480,485,329,404,404,146,419,456,Steven Adams,1993-07-20T00:00:00,New Zealand,2013,1,12,steven adams,Adams  Steven Adams,12600000.0,627100.0
